id_master_country;cod_unstats_num;cod_unstats_alpha;cod_eurostat;full_name_en_order;full_name_es_order;full_name_en;full_name_es;short_name_en_order;short_name_es_order;short_name_en;short_name_es;date_in;date_out;country;geom
un418;418;LAO;;Lao People's Democratic Republic;República Democrática Popular de Lao;Lao People's Democratic Republic;República Democrática Popular de Lao;Lao People's Democratic Republic;República Democrática Popular de Lao;Lao People's Democratic Republic;República Democrática Popular de Lao;;;t;
un850;850;VIR;;United States Virgin Islands;Islas Vírgenes de los Estados Unidos;United States Virgin Islands;Islas Vírgenes de los Estados Unidos;United States Virgin Islands;Islas Vírgenes de los Estados Unidos;United States Virgin Islands;Islas Vírgenes de los Estados Unidos;;;t;
un428;428;LVA;LV;Latvia;Letonia;Latvia;Letonia;Latvia;Letonia;Latvia;Letonia;;;t;
un430;430;LBR;;Liberia;Liberia;Liberia;Liberia;Liberia;Liberia;Liberia;Liberia;;;t;
un434;434;LBY;LY;Libya;Libia;Libya;Libia;Libya;Libia;Libya;Libia;;;t;
un438;438;LIE;LI;Liechtenstein;Liechtenstein;Liechtenstein;Liechtenstein;Liechtenstein;Liechtenstein;Liechtenstein;Liechtenstein;;;t;
un440;440;LTU;LT;Lithuania;Lituania;Lithuania;Lituania;Lithuania;Lituania;Lithuania;Lituania;;;t;
un442;442;LUX;LU;Luxembourg;Luxemburgo;Luxembourg;Luxemburgo;Luxembourg;Luxemburgo;Luxembourg;Luxemburgo;;;t;
un446;446;MAC;;China, Macao Special Administrative Region;China, Región Especial Administrativa de Macao;China, Macao Special Administrative Region;China, Región Especial Administrativa de Macao;China, Macao Special Administrative Region;China, Región Especial Administrativa de Macao;China, Macao Special Administrative Region;China, Región Especial Administrativa de Macao;;;t;
un450;450;MDG;;Madagascar;Madagascar;Madagascar;Madagascar;Madagascar;Madagascar;Madagascar;Madagascar;;;t;
un454;454;MWI;;Malawi;Malawi;Malawi;Malawi;Malawi;Malawi;Malawi;Malawi;;;t;
un458;458;MYS;;Malaysia;Malasia;Malaysia;Malasia;Malaysia;Malasia;Malaysia;Malasia;;;t;
un462;462;MDV;;Maldives;Maldivas;Maldives;Maldivas;Maldives;Maldivas;Maldives;Maldivas;;;t;
un466;466;MLI;;Mali;Mali;Mali;Mali;Mali;Mali;Mali;Mali;;;t;
un470;470;MLT;MT;Malta;Malta;Malta;Malta;Malta;Malta;Malta;Malta;;;t;
un474;474;MTQ;;Martinique;Martinica;Martinique;Martinica;Martinique;Martinica;Martinique;Martinica;;;t;
un478;478;MRT;;Mauritania;Mauritania;Mauritania;Mauritania;Mauritania;Mauritania;Mauritania;Mauritania;;;t;
un480;480;MUS;;Mauritius;Mauricio;Mauritius;Mauricio;Mauritius;Mauricio;Mauritius;Mauricio;;;t;
un484;484;MEX;;Mexico;Méjico;Mexico;Méjico;Mexico;Méjico;Mexico;Méjico;;;t;
un492;492;MCO;;Monaco;Mónaco;Monaco;Mónaco;Monaco;Mónaco;Monaco;Mónaco;;;t;
un496;496;MNG;;Mongolia;Mongolia;Mongolia;Mongolia;Mongolia;Mongolia;Mongolia;Mongolia;;;t;
un498;498;MDA;;Republic of Moldova;República de Moldova;Republic of Moldova;República de Moldova;Republic of Moldova;República de Moldova;Republic of Moldova;República de Moldova;;;t;
un499;499;MNE;ME;Montenegro;Montenegro;Montenegro;Montenegro;Montenegro;Montenegro;Montenegro;Montenegro;;;t;
un500;500;MSR;;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;;;t;
un504;504;MAR;MA;Morocco;Marruecos;Morocco;Marruecos;Morocco;Marruecos;Morocco;Marruecos;;;t;
un508;508;MOZ;;Mozambique;Mozambique;Mozambique;Mozambique;Mozambique;Mozambique;Mozambique;Mozambique;;;t;
un512;512;OMN;;Oman;Omán;Oman;Omán;Oman;Omán;Oman;Omán;;;t;
un516;516;NAM;;Namibia;Namibia;Namibia;Namibia;Namibia;Namibia;Namibia;Namibia;;;t;
un520;520;NRU;;Nauru;Nauru;Nauru;Nauru;Nauru;Nauru;Nauru;Nauru;;;t;
un524;524;NPL;;Nepal;Nepal;Nepal;Nepal;Nepal;Nepal;Nepal;Nepal;;;t;
un528;528;NLD;NL;Netherlands;Países Bajos;Netherlands;Países Bajos;Netherlands;Países Bajos;Netherlands;Países Bajos;;;t;
un531;531;CUW;;Curaçao;Curazao;Curaçao;Curazao;Curaçao;Curazao;Curaçao;Curazao;;;t;
un533;533;ABW;;Aruba;Aruba;Aruba;Aruba;Aruba;Aruba;Aruba;Aruba;;;t;
un534;534;SXM;;Sint Maarten (Dutch part);San Martín (parte neerlandesa);Sint Maarten (Dutch part);San Martín (parte neerlandesa);Sint Maarten (Dutch part);San Martín (parte neerlandesa);Sint Maarten (Dutch part);San Martín (parte neerlandesa);;;t;
un535;535;BES;;Bonaire, Saint Eustatius and Saba;Bonaire, San Eustaquio y Saba;Bonaire, Saint Eustatius and Saba;Bonaire, San Eustaquio y Saba;Bonaire, Saint Eustatius and Saba;Bonaire, San Eustaquio y Saba;Bonaire, Saint Eustatius and Saba;Bonaire, San Eustaquio y Saba;;;t;
un540;540;NCL;;New Caledonia;Nueva Caledonia;New Caledonia;Nueva Caledonia;New Caledonia;Nueva Caledonia;New Caledonia;Nueva Caledonia;;;t;
un548;548;VUT;;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;;;t;
un554;554;NZL;;New Zealand;Nueva Zelanda;New Zealand;Nueva Zelanda;New Zealand;Nueva Zelanda;New Zealand;Nueva Zelanda;;;t;
un558;558;NIC;;Nicaragua;Nicaragua;Nicaragua;Nicaragua;Nicaragua;Nicaragua;Nicaragua;Nicaragua;;;t;
un562;562;NER;;Niger;Níger;Niger;Níger;Niger;Níger;Niger;Níger;;;t;
un566;566;NGA;;Nigeria;Nigeria;Nigeria;Nigeria;Nigeria;Nigeria;Nigeria;Nigeria;;;t;
un570;570;NIU;;Niue;Niue;Niue;Niue;Niue;Niue;Niue;Niue;;;t;
un574;574;NFK;;Norfolk Island;Islas Norfolk;Norfolk Island;Islas Norfolk;Norfolk Island;Islas Norfolk;Norfolk Island;Islas Norfolk;;;t;
un578;578;NOR;NO;Norway;Noruega;Norway;Noruega;Norway;Noruega;Norway;Noruega;;;t;
un583;583;FSM;;Micronesia (Federated States of);Micronesia (Estados Federados de);Micronesia (Federated States of);Micronesia (Estados Federados de);Micronesia (Federated States of);Micronesia (Estados Federados de);Micronesia (Federated States of);Micronesia (Estados Federados de);;;t;
un584;584;MHL;;Marshall Islands;Islas Marshall;Marshall Islands;Islas Marshall;Marshall Islands;Islas Marshall;Marshall Islands;Islas Marshall;;;t;
un585;585;PLW;;Palau;Palau;Palau;Palau;Palau;Palau;Palau;Palau;;;t;
un586;586;PAK;;Pakistan;Pakistán;Pakistan;Pakistán;Pakistan;Pakistán;Pakistan;Pakistán;;;t;
un591;591;PAN;;Panama;Panamá;Panama;Panamá;Panama;Panamá;Panama;Panamá;;;t;
un598;598;PNG;;Papua New Guinea;Papua Nueva Guinea;Papua New Guinea;Papua Nueva Guinea;Papua New Guinea;Papua Nueva Guinea;Papua New Guinea;Papua Nueva Guinea;;;t;
un600;600;PRY;;Paraguay;Paraguay;Paraguay;Paraguay;Paraguay;Paraguay;Paraguay;Paraguay;;;t;
un604;604;PER;;Peru;Perú;Peru;Perú;Peru;Perú;Peru;Perú;;;t;
un608;608;PHL;;Philippines;Filipinas;Philippines;Filipinas;Philippines;Filipinas;Philippines;Filipinas;;;t;
un612;612;PCN;;Pitcairn;Pitcairn;Pitcairn;Pitcairn;Pitcairn;Pitcairn;Pitcairn;Pitcairn;;;t;
un616;616;POL;PL;Poland;Polonia;Poland;Polonia;Poland;Polonia;Poland;Polonia;;;t;
un620;620;PRT;PT;Portugal;Portugal;Portugal;Portugal;Portugal;Portugal;Portugal;Portugal;;;t;
un016;016;ASM;;American Samoa;Samoa Americana;American Samoa;Samoa Americana;American Samoa;Samoa Americana;American Samoa;Samoa Americana;;;t;
un076;076;BRA;;Brazil;Brasil;Brazil;Brasil;Brazil;Brasil;Brazil;Brasil;;;t;
un004;004;AFG;;Afghanistan;Afganistán;Afghanistan;Afganistán;Afghanistan;Afganistán;Afghanistan;Afganistán;;;t;
un008;008;ALB;AL;Albania;Albania;Albania;Albania;Albania;Albania;Albania;Albania;;;t;
un012;012;DZA;DZ;Algeria;Argelia;Algeria;Argelia;Algeria;Argelia;Algeria;Argelia;;;t;
un020;020;AND;;Andorra;Andorra;Andorra;Andorra;Andorra;Andorra;Andorra;Andorra;;;t;
un422;422;LBN;LB;Lebanon;Líbano;Lebanon;Líbano;Lebanon;Líbano;Lebanon;Líbano;;;t;
un426;426;LSO;;Lesotho;Lesotho;Lesotho;Lesotho;Lesotho;Lesotho;Lesotho;Lesotho;;;t;
un624;624;GNB;;Guinea-Bissau;Guinea-Bissau;Guinea-Bissau;Guinea-Bissau;Guinea-Bissau;Guinea-Bissau;Guinea-Bissau;Guinea-Bissau;;;t;
un626;626;TLS;;Timor-Leste;Timor Oriental;Timor-Leste;Timor Oriental;Timor-Leste;Timor Oriental;Timor-Leste;Timor Oriental;;;t;
un630;630;PRI;;Puerto Rico;Puerto Rico;Puerto Rico;Puerto Rico;Puerto Rico;Puerto Rico;Puerto Rico;Puerto Rico;;;t;
un634;634;QAT;;Qatar;Qatar;Qatar;Qatar;Qatar;Qatar;Qatar;Qatar;;;t;
un638;638;REU;;Réunion;Reunión;Réunion;Reunión;Réunion;Reunión;Réunion;Reunión;;;t;
un642;642;ROU;RO;Romania;Rumanía;Romania;Rumanía;Romania;Rumanía;Romania;Rumanía;;;t;
un643;643;RUS;;Russian Federation;Federación de Rusia;Russian Federation;Federación de Rusia;Russian Federation;Federación de Rusia;Russian Federation;Federación de Rusia;;;t;
un646;646;RWA;;Rwanda;Rwanda;Rwanda;Rwanda;Rwanda;Rwanda;Rwanda;Rwanda;;;t;
un652;652;BLM;;Saint-Barthélemy;San Bartolomé;Saint-Barthélemy;San Bartolomé;Saint-Barthélemy;San Bartolomé;Saint-Barthélemy;San Bartolomé;;;t;
un654;654;SHN;;Saint Helena;Santa Elena;Saint Helena;Santa Elena;Saint Helena;Santa Elena;Saint Helena;Santa Elena;;;t;
un659;659;KNA;;Saint Kitts and Nevis;San Kitts y Nevis;Saint Kitts and Nevis;San Kitts y Nevis;Saint Kitts and Nevis;San Kitts y Nevis;Saint Kitts and Nevis;San Kitts y Nevis;;;t;
un660;660;AIA;;Anguilla;Anguila;Anguilla;Anguila;Anguilla;Anguila;Anguilla;Anguila;;;t;
un662;662;LCA;;Saint Lucia;Santa Lucía;Saint Lucia;Santa Lucía;Saint Lucia;Santa Lucía;Saint Lucia;Santa Lucía;;;t;
un663;663;MAF;;Saint-Martin (French part);San Martín (parte francesa);Saint-Martin (French part);San Martín (parte francesa);Saint-Martin (French part);San Martín (parte francesa);Saint-Martin (French part);San Martín (parte francesa);;;t;
un666;666;SPM;;Saint Pierre and Miquelon;Saint Pierre y Miquelon;Saint Pierre and Miquelon;Saint Pierre y Miquelon;Saint Pierre and Miquelon;Saint Pierre y Miquelon;Saint Pierre and Miquelon;Saint Pierre y Miquelon;;;t;
un876;876;WLF;;Wallis and Futuna Islands;Islas Wallis y Futuna;Wallis and Futuna Islands;Islas Wallis y Futuna;Wallis and Futuna Islands;Islas Wallis y Futuna;Wallis and Futuna Islands;Islas Wallis y Futuna;;;t;
un670;670;VCT;;Saint Vincent and the Grenadines;San Vicente y Las Granadinas;Saint Vincent and the Grenadines;San Vicente y Las Granadinas;Saint Vincent and the Grenadines;San Vicente y Las Granadinas;Saint Vincent and the Grenadines;San Vicente y Las Granadinas;;;t;
un674;674;SMR;;San Marino;San Marino;San Marino;San Marino;San Marino;San Marino;San Marino;San Marino;;;t;
un678;678;STP;;Sao Tome and Principe;Santo Tomé y Príncipe;Sao Tome and Principe;Santo Tomé y Príncipe;Sao Tome and Principe;Santo Tomé y Príncipe;Sao Tome and Principe;Santo Tomé y Príncipe;;;t;
un682;682;SAU;;Saudi Arabia;Arabia Saudí;Saudi Arabia;Arabia Saudí;Saudi Arabia;Arabia Saudí;Saudi Arabia;Arabia Saudí;;;t;
un686;686;SEN;;Senegal;Senegal;Senegal;Senegal;Senegal;Senegal;Senegal;Senegal;;;t;
un688;688;SRB;RS;Serbia;Serbia;Serbia;Serbia;Serbia;Serbia;Serbia;Serbia;;;t;
un690;690;SYC;;Seychelles;Seychelles;Seychelles;Seychelles;Seychelles;Seychelles;Seychelles;Seychelles;;;t;
un694;694;SLE;;Sierra Leone;Sierra Leona;Sierra Leone;Sierra Leona;Sierra Leone;Sierra Leona;Sierra Leone;Sierra Leona;;;t;
un702;702;SGP;;Singapore;Singapur;Singapore;Singapur;Singapore;Singapur;Singapore;Singapur;;;t;
un703;703;SVK;SK;Slovakia;Eslovaquia;Slovakia;Eslovaquia;Slovakia;Eslovaquia;Slovakia;Eslovaquia;;;t;
un704;704;VNM;;Viet Nam;Viet Nam;Viet Nam;Viet Nam;Viet Nam;Viet Nam;Viet Nam;Viet Nam;;;t;
un705;705;SVN;SI;Slovenia;Eslovenia;Slovenia;Eslovenia;Slovenia;Eslovenia;Slovenia;Eslovenia;;;t;
un706;706;SOM;;Somalia;Somalia;Somalia;Somalia;Somalia;Somalia;Somalia;Somalia;;;t;
un710;710;ZAF;;South Africa;Sudáfrica;South Africa;Sudáfrica;South Africa;Sudáfrica;South Africa;Sudáfrica;;;t;
un716;716;ZWE;;Zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;;;t;
un724;724;ESP;ES;Spain;España;Spain;España;Spain;España;Spain;España;;;t;
un732;732;ESH;;Western Sahara;Sáhara Occidental;Western Sahara;Sáhara Occidental;Western Sahara;Sáhara Occidental;Western Sahara;Sáhara Occidental;;;t;
un740;740;SUR;;Suriname;Suriname;Suriname;Suriname;Suriname;Suriname;Suriname;Suriname;;;t;
un744;744;SJM;;Svalbard and Jan Mayen Islands;Islas Svalbard y Jan Mayen;Svalbard and Jan Mayen Islands;Islas Svalbard y Jan Mayen;Svalbard and Jan Mayen Islands;Islas Svalbard y Jan Mayen;Svalbard and Jan Mayen Islands;Islas Svalbard y Jan Mayen;;;t;
un748;748;SWZ;;Swaziland;Swazilandia;Swaziland;Swazilandia;Swaziland;Swazilandia;Swaziland;Swazilandia;;;t;
un752;752;SWE;SE;Sweden;Suecia;Sweden;Suecia;Sweden;Suecia;Sweden;Suecia;;;t;
un756;756;CHE;CH;Switzerland;Suiza;Switzerland;Suiza;Switzerland;Suiza;Switzerland;Suiza;;;t;
un760;760;SYR;SY;Syrian Arab Republic;República Árabe Siria;Syrian Arab Republic;República Árabe Siria;Syrian Arab Republic;República Árabe Siria;Syrian Arab Republic;República Árabe Siria;;;t;
un762;762;TJK;;Tajikistan;Tayikistán;Tajikistan;Tayikistán;Tajikistan;Tayikistán;Tajikistan;Tayikistán;;;t;
un764;764;THA;;Thailand;Tailandia;Thailand;Tailandia;Thailand;Tailandia;Thailand;Tailandia;;;t;
un768;768;TGO;;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Togo;;;t;
un772;772;TKL;;Tokelau;Tokelau;Tokelau;Tokelau;Tokelau;Tokelau;Tokelau;Tokelau;;;t;
un776;776;TON;;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;;;t;
un780;780;TTO;;Trinidad and Tobago;Trinidad y Tobago;Trinidad and Tobago;Trinidad y Tobago;Trinidad and Tobago;Trinidad y Tobago;Trinidad and Tobago;Trinidad y Tobago;;;t;
un784;784;ARE;;United Arab Emirates;Emiratos Árabes Unidos;United Arab Emirates;Emiratos Árabes Unidos;United Arab Emirates;Emiratos Árabes Unidos;United Arab Emirates;Emiratos Árabes Unidos;;;t;
un788;788;TUN;TN;Tunisia;Túnez;Tunisia;Túnez;Tunisia;Túnez;Tunisia;Túnez;;;t;
un792;792;TUR;TR;Turkey;Turquía;Turkey;Turquía;Turkey;Turquía;Turkey;Turquía;;;t;
un795;795;TKM;;Turkmenistan;Turkmenistán;Turkmenistan;Turkmenistán;Turkmenistan;Turkmenistán;Turkmenistan;Turkmenistán;;;t;
un796;796;TCA;;Turks and Caicos Islands;Islas Turcas y Caicos;Turks and Caicos Islands;Islas Turcas y Caicos;Turks and Caicos Islands;Islas Turcas y Caicos;Turks and Caicos Islands;Islas Turcas y Caicos;;;t;
un798;798;TUV;;Tuvalu;Tuvalu;Tuvalu;Tuvalu;Tuvalu;Tuvalu;Tuvalu;Tuvalu;;;t;
un800;800;UGA;;Uganda;Uganda;Uganda;Uganda;Uganda;Uganda;Uganda;Uganda;;;t;
un804;804;UKR;UA;Ukraine;Ucrania;Ukraine;Ucrania;Ukraine;Ucrania;Ukraine;Ucrania;;;t;
un807;807;MKD;MK;The former Yugoslav Republic of Macedonia;ex República Yugoslava de Macedonia;The former Yugoslav Republic of Macedonia;ex República Yugoslava de Macedonia;The former Yugoslav Republic of Macedonia;ex República Yugoslava de Macedonia;The former Yugoslav Republic of Macedonia;ex República Yugoslava de Macedonia;;;t;
un818;818;EGY;EG;Egypt;Egipto;Egypt;Egipto;Egypt;Egipto;Egypt;Egipto;;;t;
un826;826;GBR;UK;United Kingdom of Great Britain and Northern Ireland;Reino Unido de Gran Bretaña y Norte de Irlanda;United Kingdom of Great Britain and Northern Ireland;Reino Unido de Gran Bretaña y Norte de Irlanda;United Kingdom of Great Britain and Northern Ireland;Reino Unido de Gran Bretaña y Norte de Irlanda;United Kingdom of Great Britain and Northern Ireland;Reino Unido de Gran Bretaña y Norte de Irlanda;;;t;
un831;831;GGY;;Guernsey;Guernsey;Guernsey;Guernsey;Guernsey;Guernsey;Guernsey;Guernsey;;;t;
un832;832;JEY;;Jersey;Jersey;Jersey;Jersey;Jersey;Jersey;Jersey;Jersey;;;t;
un833;833;IMN;;Isle of Man;Isla de Man;Isle of Man;Isla de Man;Isle of Man;Isla de Man;Isle of Man;Isla de Man;;;t;
un834;834;TZA;;United Republic of Tanzania;República Unida de Tanzania;United Republic of Tanzania;República Unida de Tanzania;United Republic of Tanzania;República Unida de Tanzania;United Republic of Tanzania;República Unida de Tanzania;;;t;
un840;840;USA;US;United States of America;Estados Unidos de América;United States of America;Estados Unidos de América;United States of America;Estados Unidos de América;United States of America;Estados Unidos de América;;;t;
un854;854;BFA;;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;;;t;
un858;858;URY;;Uruguay;Uriguay;Uruguay;Uriguay;Uruguay;Uriguay;Uruguay;Uriguay;;;t;
un860;860;UZB;;Uzbekistan;Uzbekistán;Uzbekistan;Uzbekistán;Uzbekistan;Uzbekistán;Uzbekistan;Uzbekistán;;;t;
un862;862;VEN;;Venezuela (Bolivarian Republic of);Venezuela (República Bolivariana de);Venezuela (Bolivarian Republic of);Venezuela (República Bolivariana de);Venezuela (Bolivarian Republic of);Venezuela (República Bolivariana de);Venezuela (Bolivarian Republic of);Venezuela (República Bolivariana de);;;t;
un882;882;WSM;;Samoa;Samoa;Samoa;Samoa;Samoa;Samoa;Samoa;Samoa;;;t;
un887;887;YEM;;Yemen;Yemen;Yemen;Yemen;Yemen;Yemen;Yemen;Yemen;;;t;
un894;894;ZMB;;Zambia;Zambia;Zambia;Zambia;Zambia;Zambia;Zambia;Zambia;;;t;
eu900;;;;European Union (EU);Unión Europea;European Union (EU);Unión Europea;European Union (EU);Unión Europea;European Union (EU);Unión Europea;;;f;
eu902;;;;EU candidate countries;Países candidatos a la Unión Europea;EU candidate countries;Países candidatos a la Unión Europea;EU candidate countries;Países candidatos a la Unión Europea;EU candidate countries;Países candidatos a la Unión Europea;;;f;
eu903;;;;Potential candidates for EU membership;Candidatos potenciales para ingreso en la UE;Potential candidates for EU membership;Candidatos potenciales para ingreso en la UE;Potential candidates for EU membership;Candidatos potenciales para ingreso en la UE;Potential candidates for EU membership;Candidatos potenciales para ingreso en la UE;;;f;
eu905;;;;European Neighbourhood Policy (ENP)-South;Política de Vecindad de la Unión Europea-Sur;European Neighbourhood Policy (ENP)-South;Política de Vecindad de la Unión Europea-Sur;European Neighbourhood Policy (ENP)-South;Política de Vecindad de la Unión Europea-Sur;European Neighbourhood Policy (ENP)-South;Política de Vecindad de la Unión Europea-Sur;;;f;
