id_master_country;date_in;date_out;population;pib
un804;1995-01-01;1995-12-31;51121722;199862384184.192
un807;1995-01-01;1995-12-31;1963484;12108088481.3274
un818;1995-01-01;1995-12-31;62063810;244228460642.441
un826;1995-01-01;1995-12-31;57997210;1433459868603.31
un830;1995-01-01;1995-12-31;141934;
un831;1995-01-01;1995-12-31;62668;2327397495.89193
un832;1995-01-01;1995-12-31;86297;
un833;1995-01-01;1995-12-31;72183;1353714832.41001
un834;1995-01-01;1995-12-31;29943732;23775968795.647
un840;1995-01-01;1995-12-31;266323717;9335521489590.53
un850;1995-01-01;1995-12-31;107018;
un854;1995-01-01;1995-12-31;10692138;9515007287.62382
un858;1995-01-01;1995-12-31;3223401;27383019687.0159
un860;1995-01-01;1995-12-31;22919357;33484791710.6646
un862;1995-01-01;1995-12-31;22034909;218925845956.372
un876;1995-01-01;1995-12-31;14146;37457324.4153302
un882;1995-01-01;1995-12-31;168257;593856411.123268
un887;1995-01-01;1995-12-31;15148172;29851010316.4353
un894;1995-01-01;1995-12-31;8919456;9078148635.44873
un004;2000-01-01;2000-12-31;22856302;15174524666.205
un008;2000-01-01;2000-12-31;3071856;12887082139.09
un012;2000-01-01;2000-12-31;30533827;155687512631.915
un016;2000-01-01;2000-12-31;57625;440857130.132628
un020;2000-01-01;2000-12-31;64634;1956208834.0541
un024;2000-01-01;2000-12-31;13926373;34072903027.9384
un028;2000-01-01;2000-12-31;77656;989239953.030226
un031;2000-01-01;2000-12-31;8110723;20545841428.502
un032;2000-01-01;2000-12-31;36930709;390407953737.304
un036;2000-01-01;2000-12-31;19164351;560394647615.596
un040;2000-01-01;2000-12-31;8004712;256218861353.477
un044;2000-01-01;2000-12-31;297651;6765133445.78696
un048;2000-01-01;2000-12-31;638193;14050024943.2515
un050;2000-01-01;2000-12-31;129592275;139368014205.049
un051;2000-01-01;2000-12-31;3076098;6503046122.50116
un052;2000-01-01;2000-12-31;267511;4007882689.13279
un056;2000-01-01;2000-12-31;10175684;304662061912.46
un060;2000-01-01;2000-12-31;62834;3780578153.52888
un064;2000-01-01;2000-12-31;571262;1669292789.61194
un068;2000-01-01;2000-12-31;8307248;28200681797.2387
un070;2000-01-01;2000-12-31;3693698;21176517965.159
un072;2000-01-01;2000-12-31;1757925;17769082844.9777
un076;2000-01-01;2000-12-31;174425387;1405181550874.51
un084;2000-01-01;2000-12-31;250512;1639714556.84648
un090;2000-01-01;2000-12-31;408732;736544716.238653
un092;2000-01-01;2000-12-31;20499;881065771.457235
un096;2000-01-01;2000-12-31;327036;15704384675.9257
un100;2000-01-01;2000-12-31;8006158;55298643162.8661
un104;2000-01-01;2000-12-31;44957660;46506437419.8317
un108;2000-01-01;2000-12-31;6374347;2828710436.42342
un112;2000-01-01;2000-12-31;10057810;59705552101.7344
un116;2000-01-01;2000-12-31;12446949;10372797735.5927
un120;2000-01-01;2000-12-31;15678269;28274767319.2689
un124;2000-01-01;2000-12-31;30667365;995113294151.782
un132;2000-01-01;2000-12-31;437238;1001838865.72116
un136;2000-01-01;2000-12-31;40195;1975863857.44404
un140;2000-01-01;2000-12-31;3701607;2821293669.12968
un144;2000-01-01;2000-12-31;18745084;56191937639.1376
un148;2000-01-01;2000-12-31;8222327;8362394310.85642
un152;2000-01-01;2000-12-31;15419820;160908509154.591
un156;2000-01-01;2000-12-31;1269116737;3822736935284.87
un170;2000-01-01;2000-12-31;39764166;228626140633.422
un174;2000-01-01;2000-12-31;562469;613538203.586102
un175;2000-01-01;2000-12-31;148753;
un178;2000-01-01;2000-12-31;3135773;10735388682.0937
un180;2000-01-01;2000-12-31;49626200;14513234188.7604
un184;2000-01-01;2000-12-31;17830;236933453.542193
un188;2000-01-01;2000-12-31;3919180;30071268312.3455
un191;2000-01-01;2000-12-31;4505533;47680560655.6551
un192;2000-01-01;2000-12-31;11104313;67909469313.785
un196;2000-01-01;2000-12-31;943294;21527272236.5782
un203;2000-01-01;2000-12-31;10242890;172318573725.571
un204;2000-01-01;2000-12-31;6517810;8522481296.86316
un208;2000-01-01;2000-12-31;5339501;169825687593.59
un212;2000-01-01;2000-12-31;69672;570554993.930322
un214;2000-01-01;2000-12-31;8591967;37375744849.1992
un218;2000-01-01;2000-12-31;12345023;69334819309.274
un222;2000-01-01;2000-12-31;5940305;31728792097.1243
un226;2000-01-01;2000-12-31;520380;2727026876.68755
un231;2000-01-01;2000-12-31;65577897;33599590124.5902
un232;2000-01-01;2000-12-31;3667576;2719748729.07341
un233;2000-01-01;2000-12-31;1370749;15413368263.983
un234;2000-01-01;2000-12-31;45743;
un238;2000-01-01;2000-12-31;2881;
un242;2000-01-01;2000-12-31;811718;3130241661.95025
un246;2000-01-01;2000-12-31;5173370;140570634337.17
un248;2000-01-01;2000-12-31;25776;
un250;2000-01-01;2000-12-31;59047795;1690901772472.58
un254;2000-01-01;2000-12-31;164983;1380892814.55797
un258;2000-01-01;2000-12-31;237638;5859916774.07414
un262;2000-01-01;2000-12-31;731930;1386302963.12328
un266;2000-01-01;2000-12-31;1235274;15767101570.6817
un268;2000-01-01;2000-12-31;4745765;11068182068.9499
un270;2000-01-01;2000-12-31;1297084;891291228.997614
un276;2000-01-01;2000-12-31;82349027;2447979541960.73
un288;2000-01-01;2000-12-31;19165490;20461083824.3461
un292;2000-01-01;2000-12-31;27348;
un296;2000-01-01;2000-12-31;84010;294173344.706364
un300;2000-01-01;2000-12-31;10986883;227156106066.637
un304;2000-01-01;2000-12-31;56196;1865932729.01879
un308;2000-01-01;2000-12-31;101522;878675574.947208
un312;2000-01-01;2000-12-31;427214;2698236667.17442
un316;2000-01-01;2000-12-31;155147;
un320;2000-01-01;2000-12-31;11237101;54890102387.4092
un324;2000-01-01;2000-12-31;8344486;7565294164.22541
un328;2000-01-01;2000-12-31;733101;2302926216.49959
un332;2000-01-01;2000-12-31;8645371;11623593438.1377
un336;2000-01-01;2000-12-31;787;
un340;2000-01-01;2000-12-31;6218151;19237185659.5175
un344;2000-01-01;2000-12-31;6783317;203312140733.322
un348;2000-01-01;2000-12-31;10210545;138785310182.646
un352;2000-01-01;2000-12-31;281210;8743388474.02197
un356;2000-01-01;2000-12-31;1053898107;1737044112790.14
un360;2000-01-01;2000-12-31;213395411;579356567527.147
un364;2000-01-01;2000-12-31;65342319;561991888002.551
un368;2000-01-01;2000-12-31;23857458;94278536108.8335
un372;2000-01-01;2000-12-31;3803780;117262841739.877
un376;2000-01-01;2000-12-31;6014953;137351020740.576
un380;2000-01-01;2000-12-31;56986329;1547775389845.53
un384;2000-01-01;2000-12-31;16581653;28956750526.6652
un388;2000-01-01;2000-12-31;2581648;17901220752.9859
un392;2000-01-01;2000-12-31;125720310;3590521813654
un398;2000-01-01;2000-12-31;14956694;80257987196.4318
un400;2000-01-01;2000-12-31;4827096;17689171000.5474
un404;2000-01-01;2000-12-31;31253701;41207688200.1346
un408;2000-01-01;2000-12-31;22894095;38689699425.6519
un410;2000-01-01;2000-12-31;45987624;781601867339.22
un414;2000-01-01;2000-12-31;1940786;70640651042.0741
un417;2000-01-01;2000-12-31;4954850;7570130366.16583
un418;2000-01-01;2000-12-31;5317060;8072648440.4847
un422;2000-01-01;2000-12-31;3742329;32969886066.6859
un426;2000-01-01;2000-12-31;1963878;2330424795.46322
un428;2000-01-01;2000-12-31;2384972;20628158030.908
un430;2000-01-01;2000-12-31;2847290;1479138328.23738
un434;2000-01-01;2000-12-31;5231189;47811378800.7876
un438;2000-01-01;2000-12-31;32853;2718581900.81866
un440;2000-01-01;2000-12-31;3500028;33711055133.5517
un442;2000-01-01;2000-12-31;435491;27838397538.287
un446;2000-01-01;2000-12-31;431867;9722432802.01273
un450;2000-01-01;2000-12-31;15364272;15780473483.8029
un454;2000-01-01;2000-12-31;11228756;8014805401.24134
un458;2000-01-01;2000-12-31;23414909;237930470592.251
un462;2000-01-01;2000-12-31;273236;938156194.453129
un466;2000-01-01;2000-12-31;11295324;9654415635.97273
un470;2000-01-01;2000-12-31;397420;8058165742.24312
un474;2000-01-01;2000-12-31;385349;4950902858.88299
un478;2000-01-01;2000-12-31;2642743;4072049286.84649
un480;2000-01-01;2000-12-31;1196027;9916197971.76844
un484;2000-01-01;2000-12-31;99959594;1089011243988.13
un492;2000-01-01;2000-12-31;35126;1295440964.69955
un496;2000-01-01;2000-12-31;2411369;4864971482.15619
un498;2000-01-01;2000-12-31;4106736;6948984073.95525
un499;2000-01-01;2000-12-31;632606;3913104624.76475
un500;2000-01-01;2000-12-31;4931;62844906.2135591
un504;2000-01-01;2000-12-31;28793236;88493896765.2162
un508;2000-01-01;2000-12-31;18200656;9879468753.5087
un512;2000-01-01;2000-12-31;2264163;43481633531.0878
un516;2000-01-01;2000-12-31;1895839;7626736347.90063
un520;2000-01-01;2000-12-31;10041;69159203.8379349
un524;2000-01-01;2000-12-31;24400606;25737532516.3152
un528;2000-01-01;2000-12-31;15862825;523475953541.954
un533;2000-01-01;2000-12-31;90271;2591810581.12638
un540;2000-01-01;2000-12-31;211965;7182328553.47091
un548;2000-01-01;2000-12-31;185074;696283481.430907
un554;2000-01-01;2000-12-31;3858032;84472212410.217
un558;2000-01-01;2000-12-31;5073704;12637562351.416
un562;2000-01-01;2000-12-31;10922421;6304321730.62958
un566;2000-01-01;2000-12-31;123688536;200266057879.226
un570;2000-01-01;2000-12-31;1900;
un574;2000-01-01;2000-12-31;;
un578;2000-01-01;2000-12-31;4490859;193890507315.446
un580;2000-01-01;2000-12-31;68432;523535533.696069
un583;2000-01-01;2000-12-31;107103;592296266.849038
un584;2000-01-01;2000-12-31;52145;297126274.480321
un585;2000-01-01;2000-12-31;19172;243935065.945936
un586;2000-01-01;2000-12-31;144522192;301539466150.091
un591;2000-01-01;2000-12-31;2956126;21892980241.9854
un598;2000-01-01;2000-12-31;5378824;9798486751.1802
un600;2000-01-01;2000-12-31;5343539;20878809341.1149
un604;2000-01-01;2000-12-31;25861887;149775811046.589
un608;2000-01-01;2000-12-31;77309965;200919812331.379
un612;2000-01-01;2000-12-31;58;
un616;2000-01-01;2000-12-31;38302444;447402843768.623
un620;2000-01-01;2000-12-31;10336209;202690305937.41
un624;2000-01-01;2000-12-31;1240655;784188126.932392
un626;2000-01-01;2000-12-31;830089;2277093187.86783
un630;2000-01-01;2000-12-31;3814353;70825742793.0108
un634;2000-01-01;2000-12-31;590957;35690512615.6785
un638;2000-01-01;2000-12-31;738984;4496003497.21323
un642;2000-01-01;2000-12-31;22191683;157335264571.883
un643;2000-01-01;2000-12-31;146757517;1263347006862.47
un646;2000-01-01;2000-12-31;8098344;5701530007.35046
un652;2000-01-01;2000-12-31;;
un654;2000-01-01;2000-12-31;5059;10661564.4371814
un659;2000-01-01;2000-12-31;46083;575614663.474112
un660;2000-01-01;2000-12-31;11068;172126499.405448
un662;2000-01-01;2000-12-31;157108;1363099953.93647
un663;2000-01-01;2000-12-31;;
un666;2000-01-01;2000-12-31;6270;
un670;2000-01-01;2000-12-31;107891;635873809.635827
un674;2000-01-01;2000-12-31;26967;1067934427.54334
un678;2000-01-01;2000-12-31;141010;186215400.377077
un682;2000-01-01;2000-12-31;20045276;400943070104.931
un686;2000-01-01;2000-12-31;9505862;14367984785.1799
un688;2000-01-01;2000-12-31;10133561;66955765862.9525
un690;2000-01-01;2000-12-31;78685;1198403875.93716
un694;2000-01-01;2000-12-31;4143115;2144786217.37401
un702;2000-01-01;2000-12-31;3919300;144366826453.054
un703;2000-01-01;2000-12-31;5404845;68586184479.7281
un704;2000-01-01;2000-12-31;78758010;124243263469.167
un705;2000-01-01;2000-12-31;1985406;38516259805.1557
un706;2000-01-01;2000-12-31;7399033;6522348386.77194
un710;2000-01-01;2000-12-31;44760380;333663822955.049
un716;2000-01-01;2000-12-31;12509477;9329179829.04956
un724;2000-01-01;2000-12-31;40288457;943159419136.279
un728;2000-01-01;2000-12-31;6994624;13176231277.2959
un729;2000-01-01;2000-12-31;27193105;50960359260.3605
un732;2000-01-01;2000-12-31;315340;
un740;2000-01-01;2000-12-31;466846;2650421002.257
un748;2000-01-01;2000-12-31;1063832;4277906318.43359
un752;2000-01-01;2000-12-31;8860153;253921393061.958
un756;2000-01-01;2000-12-31;7167908;246482153399.478
un760;2000-01-01;2000-12-31;15988534;62920814081.9927
un762;2000-01-01;2000-12-31;6172807;6182069092.00688
un764;2000-01-01;2000-12-31;63155029;352304196783.204
un768;2000-01-01;2000-12-31;4793504;4267943279.37038
un772;2000-01-01;2000-12-31;1552;
un776;2000-01-01;2000-12-31;97935;478536505.847993
un780;2000-01-01;2000-12-31;1292058;13562611205.894
un784;2000-01-01;2000-12-31;3033491;91042095796.9935
un788;2000-01-01;2000-12-31;9456117;51822505574.7173
un792;2000-01-01;2000-12-31;63627862;432878595035.403
un795;2000-01-01;2000-12-31;4501419;14808509066.2101
un796;2000-01-01;2000-12-31;18873;506168647.566831
un798;2000-01-01;2000-12-31;9419;35255970.0158157
un800;2000-01-01;2000-12-31;24213120;21336801513.0177
un804;2000-01-01;2000-12-31;48891792;180916787656.279
un807;2000-01-01;2000-12-31;2009091;14014648122.6887
un818;2000-01-01;2000-12-31;67648419;313175582387.171
un826;2000-01-01;2000-12-31;58874117;1686432151925
un830;2000-01-01;2000-12-31;145330;
un831;2000-01-01;2000-12-31;64080;2812183954.7214
un832;2000-01-01;2000-12-31;88915;
un833;2000-01-01;2000-12-31;76803;2187197259.44925
un834;2000-01-01;2000-12-31;34038161;28123512000.2479
un840;2000-01-01;2000-12-31;282496310;11231629328504.4
un850;2000-01-01;2000-12-31;108511;
un854;2000-01-01;2000-12-31;12294012;12312173565.287
un858;2000-01-01;2000-12-31;3319066;30178002693.5466
un860;2000-01-01;2000-12-31;24775610;40513458542.7811
un862;2000-01-01;2000-12-31;24348304;229707682068.691
un876;2000-01-01;2000-12-31;14499;41659749.9798634
un882;2000-01-01;2000-12-31;176549;722231232.369031
un887;2000-01-01;2000-12-31;17723186;39293611406.1803
un894;2000-01-01;2000-12-31;10201562;10567834581.6561
un004;2005-01-01;2005-12-31;27614718;24135263532
un008;2005-01-01;2005-12-31;3141800;16868324200
un012;2005-01-01;2005-12-31;32888449;197692466939
un016;2005-01-01;2005-12-31;62962;605557291.506282
un020;2005-01-01;2005-12-31;77888;3037819696.76942
un024;2005-01-01;2005-12-31;16489021;58255711193
un028;2005-01-01;2005-12-31;83916;1223411364
un031;2005-01-01;2005-12-31;8587902;39916568496
un032;2005-01-01;2005-12-31;38681174;427929827962
un036;2005-01-01;2005-12-31;20403520;669194648960
un040;2005-01-01;2005-12-31;8232196;280783741168
un044;2005-01-01;2005-12-31;319358;7351940518
un048;2005-01-01;2005-12-31;724807;19740843452
un050;2005-01-01;2005-12-31;140587922;178265485096
un051;2005-01-01;2005-12-31;3065954;11966418462
un052;2005-01-01;2005-12-31;270503;4283956011
un056;2005-01-01;2005-12-31;10414209;334056582093
un060;2005-01-01;2005-12-31;64130;4483763588.42997
un064;2005-01-01;2005-12-31;659293;2435428342
un068;2005-01-01;2005-12-31;9146655;33092597790
un070;2005-01-01;2005-12-31;3781001;24599192506
un072;2005-01-01;2005-12-31;1875673;22614989361
un076;2005-01-01;2005-12-31;185986964;1598743933948
un084;2005-01-01;2005-12-31;280947;2048103630
un090;2005-01-01;2005-12-31;469805;804306160
un092;2005-01-01;2005-12-31;21990;988697125.088535
un096;2005-01-01;2005-12-31;363123;17235633195
un100;2005-01-01;2005-12-31;7739115;72383942595
un104;2005-01-01;2005-12-31;46321162;54160769687.4828
un108;2005-01-01;2005-12-31;7251424;3046181634.85166
un112;2005-01-01;2005-12-31;9825102;83916196182
un116;2005-01-01;2005-12-31;13357574;19408555022
un120;2005-01-01;2005-12-31;17553589;35019410055
un124;2005-01-01;2005-12-31;32283413;1132437561214
un132;2005-01-01;2005-12-31;472883;1338731773
un136;2005-01-01;2005-12-31;52268;2541910416.94673
un140;2005-01-01;2005-12-31;4017880;2712069000
un144;2005-01-01;2005-12-31;19842536;69071867816
un148;2005-01-01;2005-12-31;9785902;17115542598
un152;2005-01-01;2005-12-31;16301726;199891764212
un156;2005-01-01;2005-12-31;1307593489;6419237931652.8
un170;2005-01-01;2005-12-31;43040558;271413758748
un174;2005-01-01;2005-12-31;642974;683481362
un175;2005-01-01;2005-12-31;174681;1680050716.9024
un178;2005-01-01;2005-12-31;3533177;12793633917
un180;2005-01-01;2005-12-31;57420522;18948772260
un184;2005-01-01;2005-12-31;19402;358590405.470339
un188;2005-01-01;2005-12-31;4309413;37323825993
un191;2005-01-01;2005-12-31;4441986;58776358752
un192;2005-01-01;2005-12-31;11254242;83362850626.9134
un196;2005-01-01;2005-12-31;1032562;25269889826
un203;2005-01-01;2005-12-31;10220638;207284759278
un204;2005-01-01;2005-12-31;7633757;10610922230
un208;2005-01-01;2005-12-31;5419444;182234223944
un212;2005-01-01;2005-12-31;68925;591100800
un214;2005-01-01;2005-12-31;9264267;47924053191
un218;2005-01-01;2005-12-31;13426402;87714684266
un222;2005-01-01;2005-12-31;6050513;32690921739
un226;2005-01-01;2005-12-31;607739;7292260261
un231;2005-01-01;2005-12-31;74263861;43889941851
un232;2005-01-01;2005-12-31;4486155;3073016175
un233;2005-01-01;2005-12-31;1345857;22413902478
un234;2005-01-01;2005-12-31;48258;1905985260.55677
un238;2005-01-01;2005-12-31;2958;77208476.0845274
un242;2005-01-01;2005-12-31;822553;3462125577
un246;2005-01-01;2005-12-31;5244342;159789856398
un248;2005-01-01;2005-12-31;26766;
un250;2005-01-01;2005-12-31;60996506;1808180423864
un254;2005-01-01;2005-12-31;201993;1656895709.84867
un258;2005-01-01;2005-12-31;254870;6630725820.90967
un262;2005-01-01;2005-12-31;808367;1587632788
un266;2005-01-01;2005-12-31;1370729;17465828918
un268;2005-01-01;2005-12-31;4477006;15691906030
un270;2005-01-01;2005-12-31;1503678;1091670228
un276;2005-01-01;2005-12-31;82540739;2517162376544
un288;2005-01-01;2005-12-31;21639806;26508762350
un292;2005-01-01;2005-12-31;29075;1184346383.76624
un296;2005-01-01;2005-12-31;91988;310643476
un300;2005-01-01;2005-12-31;11183114;285393069280
un304;2005-01-01;2005-12-31;57190;1944093692.01529
un308;2005-01-01;2005-12-31;102734;937755952
un312;2005-01-01;2005-12-31;445814;3472109021.28432
un316;2005-01-01;2005-12-31;168565;
un320;2005-01-01;2005-12-31;12717154;62275903138
un324;2005-01-01;2005-12-31;9041448;8553209808
un328;2005-01-01;2005-12-31;746235;2411831520
un332;2005-01-01;2005-12-31;9347262;10983032850
un336;2005-01-01;2005-12-31;492;
un340;2005-01-01;2005-12-31;6879243;22467607638
un344;2005-01-01;2005-12-31;6809859;242975769120
un348;2005-01-01;2005-12-31;10086936;171619129104
un352;2005-01-01;2005-12-31;296743;10572953090
un356;2005-01-01;2005-12-31;1140042863;2423731133116
un360;2005-01-01;2005-12-31;227303175;735098471184
un364;2005-01-01;2005-12-31;69732007;745574618844
un368;2005-01-01;2005-12-31;27359461;87550275200
un372;2005-01-01;2005-12-31;4158042;158246762436
un376;2005-01-01;2005-12-31;6604572;157492623912
un380;2005-01-01;2005-12-31;58671206;1628125966500
un384;2005-01-01;2005-12-31;18020946;28382989950
un388;2005-01-01;2005-12-31;2681653;19125549196
un392;2005-01-01;2005-12-31;126392944;3828442304050
un398;2005-01-01;2005-12-31;15171805;131979531695
un400;2005-01-01;2005-12-31;5342002;22938556588
un404;2005-01-01;2005-12-31;35614576;48400208784
un408;2005-01-01;2005-12-31;23745941;37914584722.761
un410;2005-01-01;2005-12-31;47044126;1004015737092
un414;2005-01-01;2005-12-31;2264014;101760637258
un417;2005-01-01;2005-12-31;5042381;8713234368
un418;2005-01-01;2005-12-31;5753341;10419300551
un422;2005-01-01;2005-12-31;4052420;41383313040
un426;2005-01-01;2005-12-31;2065752;2923039080
un428;2005-01-01;2005-12-31;2305528;30474469104
un430;2005-01-01;2005-12-31;3182539;1218912437
un434;2005-01-01;2005-12-31;5769709;62335936036
un438;2005-01-01;2005-12-31;34696;2839003009.50774
un440;2005-01-01;2005-12-31;3415748;48110810580
un442;2005-01-01;2005-12-31;457197;32010190758
un446;2005-01-01;2005-12-31;481390;17934665840
un450;2005-01-01;2005-12-31;17885967;17671335396
un454;2005-01-01;2005-12-31;12822587;8860407617
un458;2005-01-01;2005-12-31;26100241;299265363306
un462;2005-01-01;2005-12-31;295240;1185979080
un466;2005-01-01;2005-12-31;13176642;13532411334
un470;2005-01-01;2005-12-31;409295;8353710950
un474;2005-01-01;2005-12-31;397292;5811239786.3921
un478;2005-01-01;2005-12-31;3047249;5152898059
un480;2005-01-01;2005-12-31;1256742;12762215010
un484;2005-01-01;2005-12-31;106483757;1205076689286
un492;2005-01-01;2005-12-31;35260;1366718291.42883
un496;2005-01-01;2005-12-31;2547339;6732616977
un498;2005-01-01;2005-12-31;3766876;8897361112
un499;2005-01-01;2005-12-31;626739;4909246587
un500;2005-01-01;2005-12-31;5599;64834393.3163587
un504;2005-01-01;2005-12-31;30392473;107802101731
un508;2005-01-01;2005-12-31;20770013;15432119659
un512;2005-01-01;2005-12-31;2429510;49401656340
un516;2005-01-01;2005-12-31;2079951;9457537197
un520;2005-01-01;2005-12-31;10114;70129847.0299811
un524;2005-01-01;2005-12-31;27281945;29491782545
un528;2005-01-01;2005-12-31;16305457;566190688868
un533;2005-01-01;2005-12-31;100996;2702920870.52906
un540;2005-01-01;2005-12-31;231080;7381349218.05789
un548;2005-01-01;2005-12-31;211170;734238090
un554;2005-01-01;2005-12-31;4134117;101509108818
un558;2005-01-01;2005-12-31;5424336;14162941296
un562;2005-01-01;2005-12-31;12993884;7965250892
un566;2005-01-01;2005-12-31;139823340;264545759280
un570;2005-01-01;2005-12-31;1686;9493259.82893698
un574;2005-01-01;2005-12-31;1830;
un578;2005-01-01;2005-12-31;4623298;219842443198
un580;2005-01-01;2005-12-31;67381;648058445.713046
un583;2005-01-01;2005-12-31;109419;602679852
un584;2005-01-01;2005-12-31;52037;322941622
un585;2005-01-01;2005-12-31;19906;259016872
un586;2005-01-01;2005-12-31;158645463;380114529348
un591;2005-01-01;2005-12-31;3238321;27198658079
un598;2005-01-01;2005-12-31;6095437;10648728439
un600;2005-01-01;2005-12-31;5897816;23001482400
un604;2005-01-01;2005-12-31;27558769;178195000354
un608;2005-01-01;2005-12-31;85546427;250822123964
un612;2005-01-01;2005-12-31;50;
un616;2005-01-01;2005-12-31;38165040;518014087920
un620;2005-01-01;2005-12-31;10543663;210936521978
un624;2005-01-01;2005-12-31;1367695;778218455
un626;2005-01-01;2005-12-31;1010367;2225838501
un630;2005-01-01;2005-12-31;3781986;74601365875.3051
un634;2005-01-01;2005-12-31;820986;56398454256
un638;2005-01-01;2005-12-31;794833;5625220930.82232
un642;2005-01-01;2005-12-31;21771749;204088375126
un643;2005-01-01;2005-12-31;143843159;1706123708899
un646;2005-01-01;2005-12-31;9201727;7481004051
un652;2005-01-01;2005-12-31;;
un654;2005-01-01;2005-12-31;4598;11798610.7274092
un659;2005-01-01;2005-12-31;49173;672539121
un660;2005-01-01;2005-12-31;13574;264406601.70164
un662;2005-01-01;2005-12-31;165275;1533586725
un663;2005-01-01;2005-12-31;;
un666;2005-01-01;2005-12-31;6137;42096977.626795
un670;2005-01-01;2005-12-31;108755;734313760
un674;2005-01-01;2005-12-31;30301;1260218590
un678;2005-01-01;2005-12-31;152622;222828120
un682;2005-01-01;2005-12-31;24041116;510152481520
un686;2005-01-01;2005-12-31;10871908;18221317808
un688;2005-01-01;2005-12-31;9856152;84851612568
un690;2005-01-01;2005-12-31;83513;1186051626
un694;2005-01-01;2005-12-31;5153435;4071213650
un702;2005-01-01;2005-12-31;4265999;176949372521
un703;2005-01-01;2005-12-31;5415496;86003491976
un704;2005-01-01;2005-12-31;83161145;178131172590
un705;2005-01-01;2005-12-31;2002084;46055940336
un706;2005-01-01;2005-12-31;8359859;7799432565.18679
un710;2005-01-01;2005-12-31;47792787;405139455399
un716;2005-01-01;2005-12-31;12570686;6763029068
un724;2005-01-01;2005-12-31;43395441;1183393676070
un728;2005-01-01;2005-12-31;7858543;17765794875.1769
un729;2005-01-01;2005-12-31;30551777;68710946473
un732;2005-01-01;2005-12-31;440469;
un740;2005-01-01;2005-12-31;499294;3611892796
un748;2005-01-01;2005-12-31;1104909;4843921056
un752;2005-01-01;2005-12-31;9029345;288893893275
un756;2005-01-01;2005-12-31;7415007;263381048640
un760;2005-01-01;2005-12-31;18484122;75027051198
un762;2005-01-01;2005-12-31;6453240;9118428120
un764;2005-01-01;2005-12-31;66698483;458151879727
un768;2005-01-01;2005-12-31;5408044;4802343072
un772;2005-01-01;2005-12-31;1210;1076213.67269505
un776;2005-01-01;2005-12-31;100926;518255010
un780;2005-01-01;2005-12-31;1315386;20193805872
un784;2005-01-01;2005-12-31;4069349;136270289963
un788;2005-01-01;2005-12-31;9912114;64042168554
