id_master_country;date_in;date_out;population;pib
un792;2005-01-01;2005-12-31;68143186;530562846196
un795;2005-01-01;2005-12-31;4747839;20164072233
un796;2005-01-01;2005-12-31;30531;952844073.472448
un798;2005-01-01;2005-12-31;9694;48265588.3948533
un800;2005-01-01;2005-12-31;28431204;28175323164
un804;2005-01-01;2005-12-31;46923927;261976284441
un807;2005-01-01;2005-12-31;2038109;15067739837
un818;2005-01-01;2005-12-31;74203215;374652032535
un826;2005-01-01;2005-12-31;60202727;1901202118660
un830;2005-01-01;2005-12-31;148763;
un831;2005-01-01;2005-12-31;65228;3126183838.18269
un832;2005-01-01;2005-12-31;90812;5630786942.89547
un833;2005-01-01;2005-12-31;79994;2875693854.16702
un834;2005-01-01;2005-12-31;38831024;39529982432
un840;2005-01-01;2005-12-31;296820296;12369689015504
un850;2005-01-01;2005-12-31;109363;
un854;2005-01-01;2005-12-31;14198463;16186247820
un858;2005-01-01;2005-12-31;3322529;30786553714
un860;2005-01-01;2005-12-31;25947414;51246142650
un862;2005-01-01;2005-12-31;26664122;263334868872
un876;2005-01-01;2005-12-31;14247;51462612.0602652
un882;2005-01-01;2005-12-31;180237;878114664
un887;2005-01-01;2005-12-31;20648643;46996311468
un894;2005-01-01;2005-12-31;11462365;13468278875
un004;2010-01-01;2010-12-31;31411743;38153131914.1119
un008;2010-01-01;2010-12-31;3204284;21626799092.042
un012;2010-01-01;2010-12-31;35468208;225086364872.559
un016;2010-01-01;2010-12-31;68420;
un020;2010-01-01;2010-12-31;84864;
un024;2010-01-01;2010-12-31;19081912;104905064857.442
un028;2010-01-01;2010-12-31;88710;1236411116.66649
un031;2010-01-01;2010-12-31;9187783;86857488968.6242
un032;2010-01-01;2010-12-31;40412376;589809408586.771
un036;2010-01-01;2010-12-31;22268384;765494756868.44
un040;2010-01-01;2010-12-31;8393644;301175536800.206
un044;2010-01-01;2010-12-31;342877;7298095917.59138
un048;2010-01-01;2010-12-31;1261835;30196734108.1708
un050;2010-01-01;2010-12-31;148692131;237354470862.336
un051;2010-01-01;2010-12-31;3092072;14205813590.7662
un052;2010-01-01;2010-12-31;273331;4409762941.81464
un056;2010-01-01;2010-12-31;10712066;351017797815.413
un060;2010-01-01;2010-12-31;64941;4755218398.9287
un064;2010-01-01;2010-12-31;725940;3873755342.36939
un068;2010-01-01;2010-12-31;9929849;40181208332.9267
un070;2010-01-01;2010-12-31;3760149;28603997590.571
un072;2010-01-01;2010-12-31;2006945;26447405724.807
un076;2010-01-01;2010-12-31;194946470;1985583587226.61
un084;2010-01-01;2010-12-31;311627;2254900110.59652
un090;2010-01-01;2010-12-31;538148;1014062923.42558
un092;2010-01-01;2010-12-31;23245;
un096;2010-01-01;2010-12-31;398920;17475122432.6312
un100;2010-01-01;2010-12-31;7494332;82365987543.7283
un104;2010-01-01;2010-12-31;47963012;73773433060.9306
un108;2010-01-01;2010-12-31;8382849;3973175253.47489
un112;2010-01-01;2010-12-31;9595421;119848613940.513
un116;2010-01-01;2010-12-31;14138255;26242163836.7823
un120;2010-01-01;2010-12-31;19598889;39236631179.8371
un124;2010-01-01;2010-12-31;34016593;1197534121839.2
un132;2010-01-01;2010-12-31;495999;1813292654.99572
un136;2010-01-01;2010-12-31;56230;
un140;2010-01-01;2010-12-31;4401051;3038429316.08489
un144;2010-01-01;2010-12-31;20859949;95138463410.6619
un148;2010-01-01;2010-12-31;11227208;19767950048.6272
un152;2010-01-01;2010-12-31;17113688;239087888782.475
un156;2010-01-01;2010-12-31;1341335152;10919037643258.4
un170;2010-01-01;2010-12-31;46294841;343503055761.333
un174;2010-01-01;2010-12-31;734750;751373387.829686
un175;2010-01-01;2010-12-31;204114;
un178;2010-01-01;2010-12-31;4042899;16370359714.2684
un180;2010-01-01;2010-12-31;65965795;24608256267.381
un184;2010-01-01;2010-12-31;20288;
un188;2010-01-01;2010-12-31;4658887;47170833100.2033
un191;2010-01-01;2010-12-31;4403330;61319891850.8307
un192;2010-01-01;2010-12-31;11257979;106604730095.474
un196;2010-01-01;2010-12-31;1103647;28349915430.7337
un203;2010-01-01;2010-12-31;10492960;236473308156.833
un204;2010-01-01;2010-12-31;8849892;12863649574.6801
un208;2010-01-01;2010-12-31;5550142;181376759141.428
un212;2010-01-01;2010-12-31;67757;673830796.60162
un214;2010-01-01;2010-12-31;9927320;66151674401.7842
un218;2010-01-01;2010-12-31;14464739;104601905781.143
un222;2010-01-01;2010-12-31;6192993;34709643243.7715
un226;2010-01-01;2010-12-31;700401;10404181510.5594
un231;2010-01-01;2010-12-31;82949541;71117326079.9118
un232;2010-01-01;2010-12-31;5253676;2947574954.21063
un233;2010-01-01;2010-12-31;1341140;22449462572.8723
un234;2010-01-01;2010-12-31;48708;
un238;2010-01-01;2010-12-31;3017;
un242;2010-01-01;2010-12-31;860623;3497383882.49914
un246;2010-01-01;2010-12-31;5364546;167582199826.7
un248;2010-01-01;2010-12-31;26923;
un250;2010-01-01;2010-12-31;62787427;1874944667937.72
un254;2010-01-01;2010-12-31;231151;
un258;2010-01-01;2010-12-31;270764;
un262;2010-01-01;2010-12-31;888716;1954096269.4734
un266;2010-01-01;2010-12-31;1505463;20078892208.3431
un268;2010-01-01;2010-12-31;4352244;19100548868.1814
un270;2010-01-01;2010-12-31;1728394;1372877292.76403
un276;2010-01-01;2010-12-31;82302465;2694770119967.84
un288;2010-01-01;2010-12-31;24391823;36140321979.3847
un292;2010-01-01;2010-12-31;29244;
un296;2010-01-01;2010-12-31;99546;296768782.949626
un300;2010-01-01;2010-12-31;11359346;288181809701.665
un304;2010-01-01;2010-12-31;57296;
un308;2010-01-01;2010-12-31;104487;909022450.205793
un312;2010-01-01;2010-12-31;460666;
un316;2010-01-01;2010-12-31;179896;
un320;2010-01-01;2010-12-31;14388929;74482712238.0388
un324;2010-01-01;2010-12-31;9981590;9376424954.24617
un328;2010-01-01;2010-12-31;754493;2964693437.58413
un332;2010-01-01;2010-12-31;9993247;11479724775.9984
un336;2010-01-01;2010-12-31;458;
un340;2010-01-01;2010-12-31;7600524;26343834827.9679
un344;2010-01-01;2010-12-31;7053189;297066830403.983
un348;2010-01-01;2010-12-31;9983645;169652729546.378
un352;2010-01-01;2010-12-31;320136;10655024601.5593
un356;2010-01-01;2010-12-31;1224614327;3661199803424.55
un360;2010-01-01;2010-12-31;239870937;955128138954.862
un364;2010-01-01;2010-12-31;73973630;918556774749.174
un368;2010-01-01;2010-12-31;31671591;109519721063.177
un372;2010-01-01;2010-12-31;4469900;156556819859.571
un376;2010-01-01;2010-12-31;7418400;195195571797.729
un380;2010-01-01;2010-12-31;60550848;1608868370615.8
un384;2010-01-01;2010-12-31;19737800;29829310564.0813
un388;2010-01-01;2010-12-31;2741052;18892617140.8125
un392;2010-01-01;2010-12-31;126535920;3893714601620.81
un398;2010-01-01;2010-12-31;16026367;174308783932.038
un400;2010-01-01;2010-12-31;6187227;32185702953.7285
un404;2010-01-01;2010-12-31;40512682;59435738847.1163
un408;2010-01-01;2010-12-31;24346229;37702916760.1955
un410;2010-01-01;2010-12-31;48183584;1221664396592.52
un414;2010-01-01;2010-12-31;2736732;116292681259.634
un417;2010-01-01;2010-12-31;5334223;10765233810.8066
un418;2010-01-01;2010-12-31;6200894;15042506403.4317
un422;2010-01-01;2010-12-31;4227597;56913226398.5713
un426;2010-01-01;2010-12-31;2171318;3934892070.24307
un428;2010-01-01;2010-12-31;2252060;29337388055.7879
un430;2010-01-01;2010-12-31;3994122;1638397621.69574
un434;2010-01-01;2010-12-31;6355112;76931860102.907
un438;2010-01-01;2010-12-31;36032;
un440;2010-01-01;2010-12-31;3323611;51175087214.2556
un442;2010-01-01;2010-12-31;507448;35761808015.616
un446;2010-01-01;2010-12-31;543656;40576885036.8437
un450;2010-01-01;2010-12-31;20713819;20635649168.3868
un454;2010-01-01;2010-12-31;14900841;12579147125.6782
un458;2010-01-01;2010-12-31;28401017;380137202755.599
un462;2010-01-01;2010-12-31;315885;1739861936.61402
un466;2010-01-01;2010-12-31;15369809;17238241222.8756
un470;2010-01-01;2010-12-31;416515;9097086669.38668
un474;2010-01-01;2010-12-31;405814;
un478;2010-01-01;2010-12-31;3459773;6286135653.99742
un480;2010-01-01;2010-12-31;1299172;16034581781.985
un484;2010-01-01;2010-12-31;113423047;1290786694429.69
un492;2010-01-01;2010-12-31;35407;
un496;2010-01-01;2010-12-31;2756001;9221032189.81191
un498;2010-01-01;2010-12-31;3572885;9952145011.40206
un499;2010-01-01;2010-12-31;631490;5935700743.35452
un500;2010-01-01;2010-12-31;5934;
un504;2010-01-01;2010-12-31;31951412;136536997109.612
un508;2010-01-01;2010-12-31;23390765;22261060994.1856
un512;2010-01-01;2010-12-31;2782435;66387058861.8346
un516;2010-01-01;2010-12-31;2283289;11862085551.6855
un520;2010-01-01;2010-12-31;10255;
un524;2010-01-01;2010-12-31;29959364;38198762648.3121
un528;2010-01-01;2010-12-31;16612988;608018561224.855
un533;2010-01-01;2010-12-31;107488;
un540;2010-01-01;2010-12-31;250870;
un548;2010-01-01;2010-12-31;239651;955702764.891991
un554;2010-01-01;2010-12-31;4368136;104607915221.557
un558;2010-01-01;2010-12-31;5788163;16174214184.3863
un562;2010-01-01;2010-12-31;15511953;10444454356.3594
un566;2010-01-01;2010-12-31;158423182;363952129494.527
un570;2010-01-01;2010-12-31;1468;
un574;2010-01-01;2010-12-31;;
un578;2010-01-01;2010-12-31;4883111;228105684864.297
un580;2010-01-01;2010-12-31;60917;
un583;2010-01-01;2010-12-31;111064;
un584;2010-01-01;2010-12-31;54038;
un585;2010-01-01;2010-12-31;20472;
un586;2010-01-01;2010-12-31;173593383;456957718089.337
un591;2010-01-01;2010-12-31;3516820;40477641410.2168
un598;2010-01-01;2010-12-31;6858266;14223529668.7034
un600;2010-01-01;2010-12-31;6454548;29732244836.854
un604;2010-01-01;2010-12-31;29076512;244821487963.789
un608;2010-01-01;2010-12-31;93260798;315518162876.57
un612;2010-01-01;2010-12-31;50;
un616;2010-01-01;2010-12-31;38276660;653196968089.783
un620;2010-01-01;2010-12-31;10675572;216077103004.605
un624;2010-01-01;2010-12-31;1515224;894169816.00227
un626;2010-01-01;2010-12-31;1124355;3361372846.32194
un630;2010-01-01;2010-12-31;3749009;64047844571.9508
un634;2010-01-01;2010-12-31;1758793;144427441765.26
un638;2010-01-01;2010-12-31;846068;
un642;2010-01-01;2010-12-31;21486371;229574071501.621
un643;2010-01-01;2010-12-31;142958164;2013096182891.46
un646;2010-01-01;2010-12-31;10624005;11201527704.8664
un652;2010-01-01;2010-12-31;9141;
un654;2010-01-01;2010-12-31;4118;
un659;2010-01-01;2010-12-31;52402;673948541.339301
un660;2010-01-01;2010-12-31;15358;
un662;2010-01-01;2010-12-31;174267;1853945707.63049
un663;2010-01-01;2010-12-31;;
un666;2010-01-01;2010-12-31;6046;
un670;2010-01-01;2010-12-31;109333;760196053.406396
un674;2010-01-01;2010-12-31;31534;
un678;2010-01-01;2010-12-31;165397;303578933.375117
un682;2010-01-01;2010-12-31;27448086;561287331349.872
un686;2010-01-01;2010-12-31;12433728;21924739230.6749
un688;2010-01-01;2010-12-31;9856222;94308365251.01
un690;2010-01-01;2010-12-31;86518;1407369328.70655
un694;2010-01-01;2010-12-31;5867536;5283417004.43724
un702;2010-01-01;2010-12-31;5086418;245122662431.4
un703;2010-01-01;2010-12-31;5462119;107846198045.448
un704;2010-01-01;2010-12-31;87848445;248679163870.347
un705;2010-01-01;2010-12-31;2029680;50644296523.429
un706;2010-01-01;2010-12-31;9330872;8799343107.6979
un710;2010-01-01;2010-12-31;50132817;466385272390.908
un716;2010-01-01;2010-12-31;12571454;5879382322.20908
un724;2010-01-01;2010-12-31;46076989;1229010835942.82
un728;2010-01-01;2010-12-31;9415421;25506388234.7793
un729;2010-01-01;2010-12-31;34136520;91997349116.717
un732;2010-01-01;2010-12-31;530500;
un740;2010-01-01;2010-12-31;524636;4421370676.88247
un748;2010-01-01;2010-12-31;1186056;5570693181.77888
un752;2010-01-01;2010-12-31;9379687;311370685511.721
un756;2010-01-01;2010-12-31;7664318;287232248735.075
un760;2010-01-01;2010-12-31;20410606;94087405866.5382
un762;2010-01-01;2010-12-31;6878637;12049013004.2596
un764;2010-01-01;2010-12-31;69122234;553124990462.859
un768;2010-01-01;2010-12-31;6027798;5538571197.71343
un772;2010-01-01;2010-12-31;1135;
un776;2010-01-01;2010-12-31;104058;503108992.826675
un780;2010-01-01;2010-12-31;1341465;23835017711.4825
un784;2010-01-01;2010-12-31;7511690;235916056789.377
un788;2010-01-01;2010-12-31;10480934;80309058101.4063
un792;2010-01-01;2010-12-31;72752325;621607854151.568
un795;2010-01-01;2010-12-31;5041995;32408807518.7191
un796;2010-01-01;2010-12-31;38354;
un798;2010-01-01;2010-12-31;9827;52555980.8625023
un800;2010-01-01;2010-12-31;33424683;41473645658.4514
un804;2010-01-01;2010-12-31;45448329;274219137925.895
un807;2010-01-01;2010-12-31;2060563;17821559904.0224
un818;2010-01-01;2010-12-31;81121077;497278568579.554
un826;2010-01-01;2010-12-31;62035570;1944058021520
un830;2010-01-01;2010-12-31;153352;
un831;2010-01-01;2010-12-31;;
un832;2010-01-01;2010-12-31;;
un833;2010-01-01;2010-12-31;82869;
un834;2010-01-01;2010-12-31;44841226;57814921345.8054
un840;2010-01-01;2010-12-31;310383948;12821836635424.3
un850;2010-01-01;2010-12-31;109056;
un854;2010-01-01;2010-12-31;16468714;21438874803.0511
un858;2010-01-01;2010-12-31;3368786;40754813873.1622
un860;2010-01-01;2010-12-31;27444702;75582418872.2263
un862;2010-01-01;2010-12-31;28979857;310928246411.42
un876;2010-01-01;2010-12-31;13566;
un882;2010-01-01;2010-12-31;183081;899424277.012805
un887;2010-01-01;2010-12-31;24052514;58177284634.6524
un894;2010-01-01;2010-12-31;13088570;18588803511.3148
un004;2011-01-01;2011-12-31;32358260;40347231704.8588
un008;2011-01-01;2011-12-31;3215988;22029760466.3326
un012;2011-01-01;2011-12-31;35980193;230518498553.519
un016;2011-01-01;2011-12-31;69543;
un020;2011-01-01;2011-12-31;86165;
un024;2011-01-01;2011-12-31;19618432;108277719886.071
un028;2011-01-01;2011-12-31;89612;1242798676.49717
un031;2011-01-01;2011-12-31;9306023;87359262567.8406
un032;2011-01-01;2011-12-31;40764561;641676820603.742
un036;2011-01-01;2011-12-31;22605732;783116541957.9
un040;2011-01-01;2011-12-31;8413429;310212140973.05
un044;2011-01-01;2011-12-31;347176;7454147920.26277
un048;2011-01-01;2011-12-31;1323535;31607533993.9223
un050;2011-01-01;2011-12-31;150493658;251305487414.241
un051;2011-01-01;2011-12-31;3100236;14722799359.9358
un052;2011-01-01;2011-12-31;273925;4430367102.1973
un056;2011-01-01;2011-12-31;10754056;355399638569.46
un060;2011-01-01;2011-12-31;65077;
un064;2011-01-01;2011-12-31;738267;4164493691.7519
un068;2011-01-01;2011-12-31;10088108;42081213044.3724
un070;2011-01-01;2011-12-31;3752228;29080377057.618
un072;2011-01-01;2011-12-31;2030738;27669039547.9464
un076;2011-01-01;2011-12-31;196655014;2039982375741.14
un084;2011-01-01;2011-12-31;317928;2306569301.48754
un090;2011-01-01;2011-12-31;552267;1110885271.56333
un092;2011-01-01;2011-12-31;23478;
un096;2011-01-01;2011-12-31;405938;17684178929.1006
un100;2011-01-01;2011-12-31;7446135;84033852912.1588
un104;2011-01-01;2011-12-31;48336763;76862614955.4082
un108;2011-01-01;2011-12-31;8575172;4151657896.60153
un112;2011-01-01;2011-12-31;9559441;126414308613.577
un116;2011-01-01;2011-12-31;14305183;27889235776.9533
un120;2011-01-01;2011-12-31;20030362;40726390542.7129
un124;2011-01-01;2011-12-31;34349561;1225921102631.58
un132;2011-01-01;2011-12-31;500585;1896036590.4764
un136;2011-01-01;2011-12-31;56729;
un140;2011-01-01;2011-12-31;4486837;3117102890.79684
un144;2011-01-01;2011-12-31;21045394;103150598373.941
un148;2011-01-01;2011-12-31;11525496;20119764379.8847
un152;2011-01-01;2011-12-31;17269525;252495523373.477
un156;2011-01-01;2011-12-31;1347565324;11923382321993.4
un170;2011-01-01;2011-12-31;46927125;364512781632.838
un174;2011-01-01;2011-12-31;753943;771961186.497074
un175;2011-01-01;2011-12-31;210552;
un178;2011-01-01;2011-12-31;4139748;17016576076.6975
un180;2011-01-01;2011-12-31;67757577;26237281243.0012
un184;2011-01-01;2011-12-31;20414;
un188;2011-01-01;2011-12-31;4726575;49287492142.8794
un191;2011-01-01;2011-12-31;4395560;61187394755.1738
un192;2011-01-01;2011-12-31;11253665;107651266235.515
un196;2011-01-01;2011-12-31;1116564;28367230484.4006
un203;2011-01-01;2011-12-31;10534293;240813461291.034
un204;2011-01-01;2011-12-31;9099922;13260548738.4625
un208;2011-01-01;2011-12-31;5572594;183165376988.639
un212;2011-01-01;2011-12-31;67675;677165764.604145
un214;2011-01-01;2011-12-31;10056181;68772803122.3944
un218;2011-01-01;2011-12-31;14666055;112657875872.52
un222;2011-01-01;2011-12-31;6227491;35148976883.8884
un226;2011-01-01;2011-12-31;720213;11134488158.6842
un231;2011-01-01;2011-12-31;84734262;76290551296.282
un232;2011-01-01;2011-12-31;5415280;3202930647.99578
un233;2011-01-01;2011-12-31;1340537;24151549006.015
un234;2011-01-01;2011-12-31;48863;
un238;2011-01-01;2011-12-31;3027;
un242;2011-01-01;2011-12-31;868406;3579929036.74685
un246;2011-01-01;2011-12-31;5384770;172181280914.148
un248;2011-01-01;2011-12-31;;
un250;2011-01-01;2011-12-31;63125894;1908634126693.07
un254;2011-01-01;2011-12-31;237080;
un258;2011-01-01;2011-12-31;273777;
un262;2011-01-01;2011-12-31;905564;2029831358.30138
un266;2011-01-01;2011-12-31;1534262;21334937432.5289
un268;2011-01-01;2011-12-31;4329026;20170591210.7028
un270;2011-01-01;2011-12-31;1776103;1418310696.71524
un276;2011-01-01;2011-12-31;82162512;2771736646092.86
un288;2011-01-01;2011-12-31;24965816;40976421692.985
un292;2011-01-01;2011-12-31;29254;
un296;2011-01-01;2011-12-31;101093;301975729.000212
un300;2011-01-01;2011-12-31;11390031;268868728818.487
un304;2011-01-01;2011-12-31;57296;
un308;2011-01-01;2011-12-31;104890;919479018.709777
un312;2011-01-01;2011-12-31;463069;
un316;2011-01-01;2011-12-31;182111;
un320;2011-01-01;2011-12-31;14757316;77348110203.6474
un324;2011-01-01;2011-12-31;10221808;9700682214.07393
un328;2011-01-01;2011-12-31;756040;3086583935.99597
un332;2011-01-01;2011-12-31;10123787;12086439747.9815
un336;2011-01-01;2011-12-31;459;
un340;2011-01-01;2011-12-31;7754687;27275698394.4938
un344;2011-01-01;2011-12-31;7122187;312866465719.947
un348;2011-01-01;2011-12-31;9966116;172708758513.044
un352;2011-01-01;2011-12-31;324366;11011617415.5853
un356;2011-01-01;2011-12-31;1241491960;3926355603969.88
un360;2011-01-01;2011-12-31;242325638;1012762905460.15
un364;2011-01-01;2011-12-31;74798599;933112055644.047
un368;2011-01-01;2011-12-31;32664942;121112878353.928
un372;2011-01-01;2011-12-31;4525802;155780213789.974
un376;2011-01-01;2011-12-31;7562194;203859498270.484
un380;2011-01-01;2011-12-31;60788694;1614495166517.1
un384;2011-01-01;2011-12-31;20152894;28171273691.7414
un388;2011-01-01;2011-12-31;2751273;19175172184.3838
un392;2011-01-01;2011-12-31;126497241;3856640104966.91
un398;2011-01-01;2011-12-31;16206750;186761256609.692
un400;2011-01-01;2011-12-31;6330169;32981916596.8289
un404;2011-01-01;2011-12-31;41609728;62267596475.5994
un408;2011-01-01;2011-12-31;24451285;37865607977.1047
un410;2011-01-01;2011-12-31;48391343;1268155655765.14
un414;2011-01-01;2011-12-31;2818042;126050627050.472
un417;2011-01-01;2011-12-31;5392580;11387612041.2438
un418;2011-01-01;2011-12-31;6288037;16213712692.6693
un422;2011-01-01;2011-12-31;4259405;57454646718.246
un426;2011-01-01;2011-12-31;2193843;4113119983.44067
un428;2011-01-01;2011-12-31;2243142;31078336341.6013
un430;2011-01-01;2011-12-31;4128572;1756144656.83501
un434;2011-01-01;2011-12-31;6422772;30626410061.832
un438;2011-01-01;2011-12-31;36304;
un440;2011-01-01;2011-12-31;3307481;54243788266.2013
un442;2011-01-01;2011-12-31;515941;36147718897.1214
un446;2011-01-01;2011-12-31;555731;48951072765.478
un450;2011-01-01;2011-12-31;21315135;20810393162.3957
un454;2011-01-01;2011-12-31;15380888;13312855559.4352
un458;2011-01-01;2011-12-31;28859154;399322841813.252
un462;2011-01-01;2011-12-31;320081;1862526857.87424
un466;2011-01-01;2011-12-31;15839538;17688154634.3191
un470;2011-01-01;2011-12-31;417855;9241342979.13464
un474;2011-01-01;2011-12-31;407121;
un478;2011-01-01;2011-12-31;3541540;6512160875.44471
un480;2011-01-01;2011-12-31;1306593;16687486056.5552
un484;2011-01-01;2011-12-31;114793341;1341280230265.37
un492;2011-01-01;2011-12-31;35427;
un496;2011-01-01;2011-12-31;2800114;10823479112.7506
un498;2011-01-01;2011-12-31;3544864;10507455840.4786
un499;2011-01-01;2011-12-31;632261;6337041738.72914
un500;2011-01-01;2011-12-31;5990;
un504;2011-01-01;2011-12-31;32272974;142303790107.969
un508;2011-01-01;2011-12-31;23929708;23922800633.75
un512;2011-01-01;2011-12-31;2846145;69258106402.5313
un516;2011-01-01;2011-12-31;2324004;12406920710.8443
un520;2011-01-01;2011-12-31;10308;
un524;2011-01-01;2011-12-31;30485798;39835989314.7884
un528;2011-01-01;2011-12-31;16664746;614859744833.774
un533;2011-01-01;2011-12-31;108141;
un540;2011-01-01;2011-12-31;254816;
un548;2011-01-01;2011-12-31;245619;989410329.168291
un554;2011-01-01;2011-12-31;4414509;106085286131.621
un558;2011-01-01;2011-12-31;5869859;16951935553.2189
un562;2011-01-01;2011-12-31;16068994;10734525313.8618
un566;2011-01-01;2011-12-31;162470737;389380571411.893
un570;2011-01-01;2011-12-31;1426;
un574;2011-01-01;2011-12-31;;
un578;2011-01-01;2011-12-31;4924848;230886981507.027
un580;2011-01-01;2011-12-31;61174;
un583;2011-01-01;2011-12-31;111542;
un584;2011-01-01;2011-12-31;54816;
un585;2011-01-01;2011-12-31;20609;
un586;2011-01-01;2011-12-31;176745364;466653325874.663
un591;2011-01-01;2011-12-31;3571185;44647859307.017
un598;2011-01-01;2011-12-31;7013829;15455671792.3012
un600;2011-01-01;2011-12-31;6568290;30790118946.8611
un604;2011-01-01;2011-12-31;29399817;260617038265.501
un608;2011-01-01;2011-12-31;94852030;326426014084.904
un612;2011-01-01;2011-12-31;;
un616;2011-01-01;2011-12-31;38298949;686636356042.386
un620;2011-01-01;2011-12-31;10689663;212787948382.237
un624;2011-01-01;2011-12-31;1547061;940853974.747233
un626;2011-01-01;2011-12-31;1153834;3725050558.71019
un630;2011-01-01;2011-12-31;3745526;
un634;2011-01-01;2011-12-31;1870041;175443952812.37
un638;2011-01-01;2011-12-31;855849;
un642;2011-01-01;2011-12-31;21436495;235038660759.986
un643;2011-01-01;2011-12-31;142835555;2105058074281.65
un646;2011-01-01;2011-12-31;10942950;12294944132.1805
un652;2011-01-01;2011-12-31;;
un654;2011-01-01;2011-12-31;4055;
un659;2011-01-01;2011-12-31;53051;655515531.32672
un660;2011-01-01;2011-12-31;15645;
un662;2011-01-01;2011-12-31;176044;1865764401.30056
un663;2011-01-01;2011-12-31;;
un666;2011-01-01;2011-12-31;6041;
un670;2011-01-01;2011-12-31;109365;756700283.184874
un674;2011-01-01;2011-12-31;31735;
un678;2011-01-01;2011-12-31;168526;318586204.116757
un682;2011-01-01;2011-12-31;28082541;599965899787.039
un686;2011-01-01;2011-12-31;12767556;22560258571.6755
un688;2011-01-01;2011-12-31;9853969;95774996086.4124
un690;2011-01-01;2011-12-31;86879;1466094094.66357
un694;2011-01-01;2011-12-31;5997486;5544126019.66908
un702;2011-01-01;2011-12-31;5187933;257753460933.324
un703;2011-01-01;2011-12-31;5471502;111426634813.337
un704;2011-01-01;2011-12-31;88791996;262987206390.956
un705;2011-01-01;2011-12-31;2035012;50618342943.1053
un706;2011-01-01;2011-12-31;9556873;9012470063.21533
un710;2011-01-01;2011-12-31;50459978;478466086266.563
un716;2011-01-01;2011-12-31;12754378;6520782985.57014
un724;2011-01-01;2011-12-31;46454895;1243451752956.8
un728;2011-01-01;2011-12-31;9897118;31655703013.6059
un729;2011-01-01;2011-12-31;34735288;110525112224.718
un732;2011-01-01;2011-12-31;548377;
un740;2011-01-01;2011-12-31;529419;4609288036.45487
un748;2011-01-01;2011-12-31;1203330;5690058797.54136
un752;2011-01-01;2011-12-31;9440747;324717458715.038
un756;2011-01-01;2011-12-31;7701690;292221129709.689
un760;2011-01-01;2011-12-31;20766037;93862487240
un762;2011-01-01;2011-12-31;6976958;12855529625.9722
un764;2011-01-01;2011-12-31;69518555;554939595083.604
un768;2011-01-01;2011-12-31;6154813;5743549185.14761
un772;2011-01-01;2011-12-31;1134;
un776;2011-01-01;2011-12-31;104509;510600527.097731
un780;2011-01-01;2011-12-31;1346350;23507068714.7391
un784;2011-01-01;2011-12-31;7890924;252390029564.872
un788;2011-01-01;2011-12-31;10594057;79676054334.1855
